nome,cpf,conta,saldo
Bruno Alves,015.642.738-90,100531,9288.03
Sophie Caldeira,345.718.690-10,100532,44678.71
Isabella Araújo,106.732.895-59,100533,949.33
Marcela da Mata,836.917.405-10,100534,27534.07
Dra. Beatriz Silva,723.651.048-35,100535,34552.13
Emilly Rodrigues,863.924.175-91,100536,39942.76
Sarah Nascimento,356.490.217-16,100537,48059.61
Bernardo Martins,780.439.125-05,100538,21298.51
Enrico Oliveira,516.378.024-71,100539,26213.98
Marina Moura,905.328.761-21,100540,43950.23
Dr. Luiz Otávio da Mata,970.438.215-41,100541,4135.31
Sophie das Neves,697.521.348-82,100542,25064.69
Isabella Sales,381.042.796-96,100543,46113.27
Maria Clara da Costa,495.038.267-56,100544,13506.0
Augusto Pinto,480.569.732-65,100545,28777.54
Alice Carvalho,580.394.671-01,100546,49847.74
Heitor Cavalcanti,386.571.024-71,100547,22661.51
Fernanda Azevedo,743.586.209-65,100548,24465.77
Dr. Davi Lucca Caldeira,836.071.942-03,100549,47085.23
Ana Sophia Barbosa,765.028.941-94,100550,16815.27
Dra. Fernanda Farias,572.396.018-03,100551,42842.81
Thomas da Costa,283.906.715-30,100552,3193.47
Lucas Gabriel Barbosa,478.152.369-28,100553,11680.49
Sr. Breno da Rocha,615.902.784-02,100554,15138.63
Murilo da Costa,826.014.537-53,100555,6954.39
Dr. Renan da Paz,286.075.914-01,100556,317.25
Otávio da Cunha,123.864.970-03,100557,984.6
Nina Novaes,431.796.285-37,100558,10431.66
Sarah Ribeiro,419.728.365-28,100559,29311.07
Alexandre Fernandes,267.493.810-22,100560,27121.57
Luiz Gustavo Pereira,694.310.527-25,100561,25688.96
Isabella Monteiro,286.514.397-09,100562,4171.36
Sra. Natália Aragão,043.869.527-56,100563,18788.31
Lucas Costa,947.218.605-01,100564,43121.73
Maria Fernanda Lima,160.537.942-52,100565,42081.37
Cauã Nascimento,623.751.804-53,100566,28310.58
Sarah Rodrigues,340.798.156-20,100567,4351.38
Dra. Nina da Conceição,085.261.739-95,100568,9874.82
Igor Farias,504.286.371-08,100569,49624.83
Anthony Martins,921.503.674-16,100570,27846.23
Igor Freitas,246.890.157-67,100571,23009.14
Henrique da Mota,386.749.210-78,100572,4150.26
Ana Julia Moreira,135.947.082-41,100573,36760.37
Dra. Júlia Nogueira,037.956.128-02,100574,22220.17
Heloísa Cunha,843.950.162-51,100575,34217.72
Srta. Joana Araújo,180.749.326-13,100576,35211.78
Maria Luiza Novaes,521.368.940-05,100577,17427.94
Bianca Rodrigues,259.148.307-88,100578,18935.93
Dr. Heitor da Costa,723.498.150-05,100579,11325.49
Ana Júlia Viana,518.427.390-50,100580,11340.39
Vitor Gabriel Lopes,794.021.583-32,100581,3761.21
Davi Lucca Souza,817.530.962-86,100582,31277.78
Dr. Pietro da Rosa,146.072.538-71,100583,8655.72
Pietro Gomes,641.937.802-87,100584,34504.84
Maria Fernanda Cunha,952.634.871-00,100585,12999.19
Caio Nascimento,174.602.953-61,100586,18819.72
Raul Rocha,823.107.649-22,100587,21453.83
Ana Duarte,512.347.069-70,100588,28421.98
Rebeca Freitas,046.231.978-40,100589,33610.61
Alexandre Rodrigues,685.794.031-20,100590,22510.32
Ana Carolina Aragão,536.017.942-25,100591,25038.83
Dra. Nicole Dias,283.167.495-64,100592,5639.86
Vitor Monteiro,479.032.865-10,100593,11061.84
Evelyn Barbosa,798.152.304-41,100594,49692.77
Elisa Caldeira,176.340.859-01,100595,48376.86
Sr. Kaique Vieira,613.257.049-70,100596,6189.32
Breno da Cruz,647.208.195-67,100597,43016.72
Dr. André da Rosa,897.014.263-04,100598,44157.13
Maria Julia Souza,832.975.460-00,100599,14126.09
Samuel da Costa,546.371.908-00,100600,41708.82
Raul Novaes,827.356.914-46,100601,31586.43
Ana Beatriz Melo,576.410.829-20,100602,18786.71
Amanda Azevedo,704.896.351-48,100603,24667.52
Danilo Novaes,391.748.265-73,100604,49555.55
Thiago Moraes,932.068.514-24,100605,10845.07
Srta. Emilly Alves,980.342.561-70,100606,29311.94
Carolina Monteiro,659.078.412-49,100607,43783.33
Igor Melo,912.458.367-73,100608,22634.74
Arthur Aragão,659.473.102-52,100609,1966.11
Emanuel Novaes,087.563.142-80,100610,30742.35
Theo das Neves,612.750.389-21,100611,43013.86
Erick Azevedo,214.306.789-50,100612,49618.13
Ana Julia Araújo,657.429.380-47,100613,24120.75
Sr. Raul Rodrigues,726.485.931-28,100614,5208.07
Mariane Cardoso,025.781.439-60,100615,14535.02
João Felipe Ramos,297.486.531-37,100616,34317.37
Sr. Vinicius da Cunha,412.896.053-51,100617,25753.48
Ryan Teixeira,572.893.401-32,100618,23115.38
Antônio Melo,687.415.902-01,100619,2191.06
Luna Campos,814.270.935-04,100620,29527.08
Vitor Hugo da Paz,678.241.095-85,100621,29054.75
André Martins,643.021.875-90,100622,40878.21
Carlos Eduardo Fogaça,154.290.876-02,100623,39190.22
Srta. Emanuella Cardoso,861.739.520-68,100624,17486.49
Isadora da Rosa,602.543.871-44,100625,43184.33
Sr. Lucas Cavalcanti,246.718.305-07,100626,20660.26
Yago Moreira,704.591.823-23,100627,49582.14
Marcelo Duarte,524.109.876-30,100628,6550.34
Isabel Freitas,521.376.084-80,100629,34108.32
Stella Jesus,926.584.071-49,100630,5905.17
Matheus Oliveira,367.918.402-69,100631,7558.38
Sra. Ana Julia Alves,246.107.935-80,100632,47650.87
Ana Luiza Pires,487.516.032-17,100633,684.48
Lucca Dias,812.954.376-19,100634,17201.07
Arthur da Luz,278.053.694-29,100635,1887.16
Maria Luiza Martins,709.635.824-29,100636,45436.71
Bryan Cunha,508.674.391-57,100637,18960.9
Pietra Lima,120.635.978-12,100638,3609.38
Dr. Bernardo Jesus,538.074.126-62,100639,21236.86
Thiago Ribeiro,487.231.965-64,100640,19916.16
André das Neves,034.687.195-66,100641,36579.35
Lucas Gomes,045.679.182-58,100642,47008.51
Yasmin da Conceição,326.805.471-44,100643,31799.01
João Gomes,256.713.084-53,100644,19597.57
Gabriela Barros,025.837.946-47,100645,925.95
Vicente Oliveira,785.690.123-30,100646,6991.51
Agatha Almeida,429.718.356-00,100647,40087.02
Sra. Amanda da Mata,160.542.973-25,100648,39680.64
Catarina Vieira,259.416.730-43,100649,32394.12
Levi Silveira,095.478.213-50,100650,8773.69
Sr. Rodrigo Ramos,970.351.628-95,100651,38343.26
Emanuelly Costa,725.836.019-03,100652,25499.27
Samuel Rocha,572.683.490-92,100653,24237.19
Nicolas Rocha,684.215.730-71,100654,47121.83
Levi Monteiro,283.017.694-40,100655,12528.84
Alexia Fernandes,745.913.206-34,100656,24390.72
Isaac Costa,709.524.631-99,100657,49589.58
Beatriz Monteiro,706.932.814-13,100658,46501.67
Diogo Ribeiro,416.825.739-82,100659,10022.9
Ana Laura da Mota,031.645.892-98,100660,12686.25
Matheus Monteiro,124.560.783-90,100661,11229.88
Maria Dias,461.325.097-80,100662,15280.79
Yago Lopes,793.046.852-65,100663,12336.58
Diego Souza,470.296.853-00,100664,17536.04
Luiz Fernando da Paz,534.829.107-23,100665,2724.91
Isis Viana,892.471.536-46,100666,10823.71
Ana Lívia Dias,053.429.861-33,100667,42074.07
Lorenzo da Paz,837.205.416-90,100668,12230.79
Maria Rocha,586.907.132-12,100669,40683.42
Dra. Luna Farias,105.823.694-60,100670,20244.46
Srta. Catarina da Mota,760.128.594-49,100671,94.89
Valentina Costa,714.593.062-52,100672,6644.22
Ana Julia Caldeira,312.750.496-99,100673,32326.72
André Costa,967.345.120-61,100674,43808.51
Ana Julia da Mota,140.632.759-06,100675,24906.82
João Dias,497.632.158-46,100676,43640.99
Samuel Monteiro,201.349.678-87,100677,8265.66
Yasmin Gomes,561.803.279-12,100678,41950.27
Luiz Otávio da Paz,792.146.803-96,100679,30953.65
Pietro Cardoso,413.287.690-03,100680,25337.27
Vitor Barros,592.386.170-40,100681,4222.89
Stephany Ramos,179.485.203-41,100682,40131.74
Emanuelly Peixoto,723.596.148-19,100683,23737.16
Rafaela Freitas,391.086.275-68,100684,2301.84
Giovanna Caldeira,370.496.821-87,100685,38757.61
Rafael Moura,187.203.456-07,100686,8233.94
Clarice Nunes,379.604.812-96,100687,46318.88
Lorenzo Gonçalves,368.074.152-90,100688,42232.65
Daniela Souza,659.087.423-92,100689,43240.08
Marcela Rezende,271.634.059-52,100690,27418.92
Pedro da Cunha,924.036.751-99,100691,33913.36
Luigi Martins,258.674.193-55,100692,25823.33
Juliana Ramos,503.649.827-56,100693,32939.85
Dra. Maysa da Mata,259.348.710-05,100694,6270.34
Henrique Costa,250.146.938-06,100695,5573.48
Pedro Nascimento,605.217.839-68,100696,14726.31
Lucas Moraes,683.970.514-57,100697,43477.48
Maria Sophia Ribeiro,194.706.523-80,100698,37876.58
André Jesus,064.975.213-99,100699,18848.81
Clarice da Mata,859.127.364-82,100700,33206.57
Gustavo Henrique Aragão,395.260.418-60,100701,48055.03
Dr. Henrique Rocha,302.648.751-17,100702,37529.54
Sr. João Vitor da Rosa,092.137.685-59,100703,45793.16
João Lucas Nogueira,745.836.920-56,100704,23741.2
Vicente da Paz,643.927.581-09,100705,29639.36
Ana Laura Barros,513.079.864-39,100706,22685.52
Alexandre Pinto,268.970.543-56,100707,29858.1
Henrique Rodrigues,458.326.710-07,100708,48540.69
Luiz Otávio Cardoso,205.781.346-08,100709,6971.96
Henrique Costela,194.687.032-31,100710,42150.07
Luiza Gonçalves,426.351.809-89,100711,45519.78
Enzo Nascimento,430.516.897-93,100712,4548.83
Amanda Azevedo,498.273.601-40,100713,10241.34
Luiz Fernando Fernandes,814.972.650-02,100714,25292.27
Dra. Júlia Moreira,290.856.473-47,100715,28241.84
Sofia Campos,180.946.725-01,100716,49296.47
Milena Correia,406.538.217-35,100717,27329.97
João da Rosa,604.198.325-05,100718,43077.84
Dra. Mariane Duarte,085.162.934-24,100719,15852.4
Lorena Silva,503.714.986-00,100720,17597.97
Lorena Alves,637.982.415-46,100721,35003.96
Helena Azevedo,034.678.192-22,100722,6249.79
Vinicius Sales,135.467.298-46,100723,39701.38
Ian Teixeira,316.895.740-20,100724,49768.54
Ana Vitória Rezende,716.459.032-06,100725,24714.96
Bernardo Cardoso,361.549.728-73,100726,11089.81
Luana Araújo,126.570.398-12,100727,44207.19
Leonardo Barros,186.932.054-98,100728,33866.56
Dra. Sofia Ramos,836.241.795-19,100729,28709.78
Carolina Cardoso,605.834.921-42,100730,22020.3
Ana Clara Rocha,473.265.810-53,100731,359.19
Daniela da Cunha,325.084.976-65,100732,44260.77
Gabriela Araújo,706.358.941-57,100733,11903.68
Emanuelly Peixoto,570.428.369-10,100734,45607.84
Luiza Araújo,764.925.308-29,100735,37831.32
Sr. Thiago Cardoso,785.132.604-44,100736,11700.95
Renan Cavalcanti,547.021.389-79,100737,13054.43
Srta. Clarice Rezende,439.657.281-64,100738,3285.29
Sr. Erick Barbosa,206.173.549-52,100739,12043.3
Ryan Barros,528.649.731-46,100740,32117.92
Gabrielly Rezende,123.896.507-59,100741,24006.65
Benício Pires,923.610.485-15,100742,49259.64
Pedro Henrique da Mota,210.735.496-07,100743,20341.81
Sr. Gustavo Henrique das Neves,827.546.931-73,100744,33967.57
Luiz Felipe Ribeiro,028.913.564-89,100745,34709.23
Mariane Farias,251.940.768-94,100746,28646.85
Igor Nunes,891.654.730-00,100747,8468.28
Ryan da Cunha,167.398.240-96,100748,32827.09
Igor Teixeira,036.798.154-84,100749,3025.68
Maria Alice Costa,914.586.302-42,100750,30412.4
Caroline Santos,813.725.064-62,100751,34044.6
Marcos Vinicius Carvalho,873.614.952-73,100752,36516.88
Caio da Luz,293.716.480-31,100753,35792.32
Sr. Marcelo Caldeira,075.234.691-16,100754,11172.1
Sra. Marcela Oliveira,173.240.698-78,100755,6715.99
Henrique da Paz,284.719.360-03,100756,32103.48
Sarah Rocha,952.840.673-47,100757,36482.41
Giovanna Rocha,148.726.350-35,100758,42501.25
Bárbara Vieira,367.890.452-10,100759,30868.67
Gabriela da Paz,275.038.149-50,100760,31271.18
Yasmin Nogueira,482.193.065-05,100761,22784.76
Lucas Gabriel Duarte,302.469.518-42,100762,37211.34
Enrico das Neves,670.592.348-29,100763,42332.46
Ana Carolina da Cruz,259.160.487-85,100764,17735.02
Bruno da Rosa,892.435.170-23,100765,43846.86
Sra. Marcela Cunha,130.596.842-51,100766,7743.9
Ana Vitória Moraes,901.638.752-86,100767,6593.68
Joana Farias,975.248.103-50,100768,28409.81
Pedro Lucas Rezende,396.240.517-80,100769,31450.88
Matheus Barros,635.920.471-16,100770,34439.98
Marcela da Rosa,314.802.956-98,100771,3601.98
Ana Carolina Correia,760.192.438-69,100772,49226.25
Vinicius Cardoso,089.147.625-30,100773,23158.44
Carolina Araújo,574.206.139-07,100774,45138.71
Igor Jesus,629.418.075-94,100775,27930.63
Raquel Oliveira,085.671.942-02,100776,19306.03
Sra. Natália Sales,028.345.196-33,100777,24033.73
Pedro Lucas Duarte,752.083.491-32,100778,40652.28
Sr. Diego Peixoto,596.820.314-51,100779,47978.08
Dr. Luiz Otávio Novaes,682.190.537-12,100780,49109.38
Kaique Cavalcanti,174.069.835-57,100781,23189.31
Ryan Oliveira,137.265.094-61,100782,45445.37
Srta. Maysa Melo,716.840.293-50,100783,42468.51
Lucca da Rosa,450.231.768-35,100784,43852.5
Lívia Cardoso,209.358.147-79,100785,25325.54
Lavínia Nogueira,438.761.950-39,100786,37464.15
Pedro Lucas Araújo,482.315.076-71,100787,22143.18
Ian da Costa,510.497.238-05,100788,46179.34
Pedro Miguel Nogueira,564.791.823-91,100789,708.59
Pietra Freitas,605.482.379-56,100790,4429.56
Natália Aragão,429.810.675-67,100791,37003.15
Bárbara Almeida,107.543.692-34,100792,22157.12
Isabella da Rosa,362.104.578-35,100793,15885.59
Pietra Santos,851.436.970-93,100794,31797.49
Júlia Lopes,851.304.276-53,100795,41156.74
Ana Beatriz Cardoso,371.208.569-95,100796,8762.29
Dr. João Lucas Costela,120.465.783-17,100797,40218.39
Alexandre Peixoto,367.842.510-08,100798,42901.69
Miguel Gomes,698.572.410-85,100799,32347.52
Raquel Moreira,206.183.479-50,100800,14379.34
Rodrigo Oliveira,829.604.731-40,100801,27596.65
Luiza Souza,590.281.364-60,100802,5548.27
Valentina Duarte,803.725.146-26,100803,33492.31
Eduardo Gomes,712.346.890-22,100804,48525.2
Caroline Correia,132.867.590-40,100805,14106.97
Nathan Mendes,496.752.318-82,100806,19035.6
Maria da Mata,187.250.934-79,100807,42103.78
Miguel das Neves,891.376.524-19,100808,14825.96
Gabrielly Santos,973.645.102-06,100809,3858.64
Evelyn da Cunha,370.624.598-10,100810,22799.58
João Cunha,589.130.426-06,100811,31363.58
Yuri Barros,836.924.017-87,100812,42295.11
Olivia Alves,781.592.463-82,100813,30749.84
Milena Viana,547.062.819-11,100814,24608.42
Laura da Cunha,075.831.924-04,100815,3901.49
Lavínia Nascimento,217.043.658-80,100816,26894.01
Theo Castro,724.930.561-16,100817,44365.06
Cauê Novaes,427.895.610-01,100818,39013.88
Heloísa Freitas,671.850.932-95,100819,34714.62
Luiz Gustavo Ferreira,635.410.927-34,100820,39229.26
Carlos Eduardo Pereira,197.630.458-00,100821,4820.13
Kaique Cardoso,571.089.236-02,100822,38309.5
Alana Moura,417.360.529-34,100823,44941.07
Laís Cardoso,608.493.175-84,100824,39470.74
Carlos Eduardo da Luz,021.453.876-17,100825,22403.77
Maitê Pinto,035.486.279-00,100826,45992.33
Augusto Santos,635.897.102-68,100827,15114.12
Lucca Pires,041.857.263-17,100828,42384.07
Sarah Martins,102.385.764-26,100829,38745.59
Sr. Rafael Sales,724.150.938-23,100830,4021.63
Rafael Carvalho,893.061.752-21,100831,46045.69
Sr. Thomas da Costa,172.085.649-49,100832,4734.54
Isabelly Silveira,789.162.543-37,100833,32974.57
Danilo Melo,684.039.715-75,100834,19231.46
Isaac Farias,078.543.621-90,100835,17053.57
Sra. Lara da Rosa,523.716.498-64,100836,18923.19
Joaquim Monteiro,719.684.302-96,100837,31288.4
Vitor Almeida,253.461.790-70,100838,15793.58
Bryan Nascimento,863.427.095-56,100839,9580.4
Sabrina Gonçalves,437.081.529-05,100840,29479.12
Igor Vieira,459.182.603-15,100841,15501.96
Kevin Martins,963.085.714-66,100842,37046.54
Davi Luiz Azevedo,810.236.754-71,100843,16536.72
Dr. João Vitor Rocha,524.179.803-04,100844,5135.08
Leandro Pinto,931.824.576-91,100845,40745.52
Alexia da Mota,649.352.801-15,100846,21081.74
Benício Cavalcanti,743.120.956-80,100847,15515.08
Beatriz Silva,025.134.789-32,100848,33482.66
Mariana Lima,023.689.457-92,100849,4084.91
Maria Clara Viana,319.608.725-59,100850,34797.16
Camila Costa,417.586.390-75,100851,1039.44
Maria Alice Cunha,765.803.491-66,100852,14504.59
Ian Santos,426.571.093-06,100853,23003.58
Sophie Farias,819.576.204-20,100854,14123.5
Isis Moraes,183.604.792-40,100855,13787.11
Sr. Levi Porto,071.269.534-61,100856,24099.87
Davi Luiz Silveira,596.470.283-00,100857,7907.78
Catarina das Neves,291.354.706-07,100858,14443.02
Breno Lopes,709.461.852-20,100859,36836.74
Diogo Oliveira,765.204.139-25,100860,40950.25
Stella Campos,359.412.768-00,100861,37557.87
Fernanda Almeida,238.490.157-50,100862,614.42
Laura da Conceição,927.435.860-10,100863,20021.94
Evelyn Fogaça,501.634.792-16,100864,5209.89
Davi Lucca Fogaça,169.748.520-02,100865,26752.16
João Oliveira,574.128.390-04,100866,42018.78
Mirella Alves,625.437.091-34,100867,10134.63
Ana Laura Oliveira,764.958.301-57,100868,29546.93
Emanuelly Ribeiro,704.682.395-29,100869,30007.12
Kamilly da Cunha,397.082.546-65,100870,27665.6
Henrique Fernandes,891.302.765-86,100871,8109.52
Maria Fernanda da Rosa,703.429.865-38,100872,5037.06
Luiza Rodrigues,396.402.815-06,100873,29282.5
João Felipe Azevedo,174.230.658-62,100874,2770.95
Maria Julia Rocha,824.036.915-42,100875,16522.6
Stella Rodrigues,517.209.643-43,100876,46992.45
João Lucas da Mata,612.743.089-50,100877,24297.87
Júlia Cardoso,467.801.935-93,100878,10650.61
Luiza Almeida,368.514.970-93,100879,17420.77
Gabriel Freitas,756.480.329-00,100880,12923.2
Enrico Pires,597.284.013-88,100881,27642.09
Paulo Viana,591.430.862-33,100882,22796.7
Maysa Freitas,918.305.672-68,100883,5693.99
Vinicius Caldeira,149.205.836-05,100884,6088.45
Luiz Gustavo Sales,392.045.176-70,100885,9973.04
Srta. Julia Barbosa,142.896.075-94,100886,29687.4
Isadora Lopes,361.827.459-91,100887,13780.67
Pedro Miguel Azevedo,598.027.413-88,100888,48550.77
Maria Luiza Lima,148.276.903-40,100889,27678.67
Luiz Fernando Costela,749.360.125-99,100890,35537.65
Ana Clara Cardoso,968.125.037-03,100891,36611.93
Kamilly Costa,685.340.712-17,100892,28153.64
Marcos Vinicius Porto,075.613.924-43,100893,35146.96
Maysa Pinto,359.417.860-93,100894,23761.32
Natália Silveira,167.280.435-35,100895,46618.15
Ryan Silveira,904.785.632-56,100896,22200.31
Sra. Lara Barros,569.470.382-00,100897,24169.31
Maysa Cardoso,948.763.502-56,100898,28237.33
Júlia Sales,095.416.283-89,100899,37123.88
Maria Julia Moura,719.536.048-20,100900,38469.41
Srta. Catarina Sales,439.215.067-43,100901,43455.86
Luana Farias,351.469.820-15,100902,3046.03
Rafaela Viana,083.721.546-35,100903,18068.91
Sra. Bianca Carvalho,357.264.809-29,100904,34511.09
Ana Beatriz Correia,409.236.851-89,100905,46023.18
André Pires,364.851.927-19,100906,31950.56
Lucas Gabriel das Neves,107.985.634-00,100907,12677.41
Alícia da Cruz,123.964.078-13,100908,35950.15
Paulo Moura,841.365.972-82,100909,28155.06
Lucas Lima,906.238.157-02,100910,27163.78
Dra. Brenda Pereira,590.478.126-11,100911,22101.09
Mariana da Mota,796.425.380-83,100912,40580.79
Clarice Azevedo,458.716.390-20,100913,39953.49
João Pedro Cunha,801.354.726-44,100914,17987.85
Rafaela Oliveira,756.908.423-38,100915,26354.44
Ana Carolina Freitas,498.263.157-37,100916,17183.38
Isabelly Porto,605.184.293-42,100917,13571.57
Sr. Rafael Monteiro,716.498.325-91,100918,21704.89
Emanuel Nunes,437.210.596-70,100919,24316.77
Henrique Porto,065.189.234-15,100920,10386.81
Ana Vitória Mendes,830.951.462-05,100921,46545.84
Milena da Mata,021.659.734-06,100922,25750.34
Srta. Eduarda Nunes,675.832.049-92,100923,21590.36
Pietro Porto,326.741.085-17,100924,47407.11
Vinicius da Paz,924.856.301-51,100925,42926.65
Clara Monteiro,795.102.864-94,100926,38684.14
Julia da Mota,316.758.429-73,100927,33484.43
Arthur Souza,169.083.752-77,100928,46864.33
Emanuel Castro,829.764.051-58,100929,26226.87
Srta. Ana Beatriz da Cunha,360.859.412-42,100930,18441.99
Joaquim Moraes,295.786.130-59,100931,40419.79
Srta. Ana Julia Araújo,062.547.981-58,100932,36124.43
Luiz Miguel Costa,203.746.591-25,100933,8151.68
Matheus Duarte,619.874.520-11,100934,34021.21
Lucas Gabriel Ferreira,034.876.125-26,100935,22331.51
Yago da Paz,076.128.345-53,100936,45689.77
Augusto Dias,139.840.562-06,100937,43833.47
Joana Fernandes,612.854.793-19,100938,30270.44
Dr. João Miguel Caldeira,137.298.605-77,100939,15494.44
Sr. Miguel Nogueira,346.801.579-84,100940,34960.94
Sr. Thiago Moreira,928.036.451-06,100941,11080.72
Joaquim Monteiro,574.910.326-99,100942,31322.84
Laís Gonçalves,785.469.320-00,100943,17949.45
Luiz Henrique Nascimento,276.349.801-96,100944,9987.77
Marcela Dias,451.702.986-76,100945,17541.89
Dra. Maysa Azevedo,067.395.182-03,100946,43483.87
Bruna Rocha,023.645.789-65,100947,21545.61
Lucas Gabriel Viana,031.925.874-23,100948,48848.69
